customer_id,income_tier,car_model,battery_capacity_kwh
C6138,High,Ford Mustang Mach-E,91.0
C6139,Mid-Range,Hyundai Ioniq 5,77.4
C6140,Low-Mid,Renault Zoe,52.0
C6141,Mid-Range,BYD Atto 3,60.5
C6142,Mid-Range,Hyundai Ioniq 5,77.4
C6143,Low-Mid,Dacia Spring,26.8
C6144,Low-Mid,Dacia Spring,26.8
C6145,High,Tesla Model Y,75.0
C6146,Mid-Range,MG ZS EV,69.9
C6147,Mid-Range,Nissan Leaf,62.0
C6148,High,Audi e-tron,95.0
C6149,Low-Mid,Renault Zoe,52.0
C6150,Mid-Range,Skoda Enyaq iV,77.0
C6151,Low-Mid,Citroën ë-C4,50.0
C6152,Low-Mid,Fiat 500e,42.0
C6153,Low-Mid,Opel Corsa-e,50.0
C6154,Low-Mid,Renault Zoe,52.0
C6155,Mid-Range,Volkswagen ID.4,77.0
C6156,Low-Mid,Fiat 500e,42.0
C6157,Mid-Range,Kia EV6,77.4
C6158,Low-Mid,Opel Corsa-e,50.0
C6159,Mid-Range,Nissan Leaf,62.0
C6160,Low-Mid,Citroën ë-C4,50.0
C6161,Low-Mid,Peugeot e-208,50.0
C6162,Mid-Range,Kia EV6,77.4
C6163,Mid-Range,Skoda Enyaq iV,77.0
C6164,Mid-Range,BYD Atto 3,60.5
C6165,Mid-Range,Skoda Enyaq iV,77.0
C6166,Low-Mid,Peugeot e-208,50.0
C6167,Low-Mid,Peugeot e-208,50.0
C6168,Low-Mid,Opel Corsa-e,50.0
C6169,Low-Mid,Opel Corsa-e,50.0
C6170,Low-Mid,Citroën ë-C4,50.0
C6171,High,Audi e-tron,95.0
C6172,Mid-Range,BYD Atto 3,60.5
C6173,High,Audi e-tron,95.0
C6174,Low-Mid,Peugeot e-208,50.0
C6175,Mid-Range,Hyundai Ioniq 5,77.4
C6176,Low-Mid,Renault Zoe,52.0
C6177,Low-Mid,Opel Corsa-e,50.0
C6178,Mid-Range,Skoda Enyaq iV,77.0
C6179,High,Tesla Model Y,75.0
C6180,Low-Mid,Peugeot e-208,50.0
C6181,Low-Mid,Citroën ë-C4,50.0
C6182,Low-Mid,Dacia Spring,26.8
C6183,Low-Mid,Fiat 500e,42.0
C6184,Low-Mid,Renault Zoe,52.0
C6185,High,Tesla Model Y,75.0
C6186,Low-Mid,Fiat 500e,42.0
C6187,Low-Mid,Peugeot e-208,50.0
C6188,Low-Mid,Renault Zoe,52.0
C6189,Low-Mid,Citroën ë-C4,50.0
C6190,Low-Mid,Renault Zoe,52.0
C6191,Mid-Range,Nissan Leaf,62.0
C6192,Mid-Range,Kia EV6,77.4
C6193,High,Tesla Model Y,75.0
C6194,Mid-Range,MG ZS EV,69.9
C6195,High,Ford Mustang Mach-E,91.0
C6196,Low-Mid,Renault Zoe,52.0
C6197,Low-Mid,Citroën ë-C4,50.0
C6198,Low-Mid,Citroën ë-C4,50.0
C6199,High,Tesla Model 3,75.0
C6200,High,BMW i4,83.9
C6201,Low-Mid,Opel Corsa-e,50.0
C6202,Mid-Range,MG ZS EV,69.9
C6203,Mid-Range,Nissan Leaf,62.0
C6204,Low-Mid,Peugeot e-208,50.0
C6205,Mid-Range,Nissan Leaf,62.0
C6206,Low-Mid,Peugeot e-208,50.0
C6207,Low-Mid,Citroën ë-C4,50.0
C6208,Low-Mid,Renault Zoe,52.0
C6209,High,Audi e-tron,95.0
C6210,Low-Mid,Renault Zoe,52.0
C6211,High,Porsche Taycan,93.4
C6212,Low-Mid,Fiat 500e,42.0
C6213,High,BMW i4,83.9
C6214,High,Audi e-tron,95.0
C6215,Low-Mid,Dacia Spring,26.8
C6216,Low-Mid,Peugeot e-208,50.0
C6217,High,Audi e-tron,95.0
C6218,Mid-Range,MG ZS EV,69.9
C6219,High,Ford Mustang Mach-E,91.0
C6220,High,Porsche Taycan,93.4
C6221,High,Porsche Taycan,93.4
C6222,Low-Mid,Citroën ë-C4,50.0
C6223,Mid-Range,Skoda Enyaq iV,77.0
C6224,High,Audi e-tron,95.0
C6225,Low-Mid,Citroën ë-C4,50.0
C6226,Mid-Range,Skoda Enyaq iV,77.0
C6227,Mid-Range,Hyundai Kona Electric,64.0
C6228,Mid-Range,Kia EV6,77.4
C6229,Low-Mid,Dacia Spring,26.8
C6230,Low-Mid,Opel Corsa-e,50.0
C6231,Low-Mid,Peugeot e-208,50.0
C6232,Low-Mid,Peugeot e-208,50.0
C6233,Low-Mid,Dacia Spring,26.8
C6234,Mid-Range,Kia EV6,77.4
C6235,Mid-Range,Skoda Enyaq iV,77.0
C6236,High,Tesla Model Y,75.0
C6237,Low-Mid,Dacia Spring,26.8
C6238,Low-Mid,Peugeot e-208,50.0
C6239,High,Ford Mustang Mach-E,91.0
C6240,Low-Mid,Citroën ë-C4,50.0
C6241,Low-Mid,Peugeot e-208,50.0
C6242,Low-Mid,Renault Zoe,52.0
C6243,Low-Mid,Citroën ë-C4,50.0
C6244,Low-Mid,Renault Zoe,52.0
C6245,Mid-Range,Nissan Leaf,62.0
C6246,High,Tesla Model Y,75.0
C6247,Low-Mid,Renault Zoe,52.0
C6248,Mid-Range,MG ZS EV,69.9
C6249,High,Ford Mustang Mach-E,91.0
C6250,Mid-Range,Hyundai Kona Electric,64.0
C6251,Low-Mid,Citroën ë-C4,50.0
C6252,High,Porsche Taycan,93.4
C6253,Low-Mid,Opel Corsa-e,50.0
C6254,Low-Mid,Citroën ë-C4,50.0
C6255,Mid-Range,Hyundai Ioniq 5,77.4
C6256,Mid-Range,Nissan Leaf,62.0
C6257,Mid-Range,Nissan Leaf,62.0
C6258,Low-Mid,Dacia Spring,26.8
C6259,Low-Mid,Dacia Spring,26.8
C6260,High,Ford Mustang Mach-E,91.0
C6261,Mid-Range,Kia EV6,77.4
C6262,Low-Mid,Opel Corsa-e,50.0
C6263,Low-Mid,Renault Zoe,52.0
C6264,Low-Mid,Renault Zoe,52.0
C6265,High,Tesla Model Y,75.0
C6266,Mid-Range,Volkswagen ID.4,77.0
C6267,Low-Mid,Dacia Spring,26.8
C6268,Mid-Range,Skoda Enyaq iV,77.0
C6269,Mid-Range,MG ZS EV,69.9
C6270,Mid-Range,Skoda Enyaq iV,77.0
C6271,High,BMW i4,83.9
C6272,High,BMW i4,83.9
C6273,Mid-Range,Nissan Leaf,62.0
C6274,Mid-Range,BYD Atto 3,60.5
C6275,Low-Mid,Opel Corsa-e,50.0
C6276,Mid-Range,MG ZS EV,69.9
C6277,Low-Mid,Peugeot e-208,50.0
C6278,Mid-Range,Kia EV6,77.4
C6279,Low-Mid,Fiat 500e,42.0
C6280,Low-Mid,Peugeot e-208,50.0
C6281,Low-Mid,Citroën ë-C4,50.0
C6282,Low-Mid,Peugeot e-208,50.0
C6283,Low-Mid,Citroën ë-C4,50.0
C6284,High,BMW i4,83.9
C6285,Low-Mid,Opel Corsa-e,50.0
C6286,High,Audi e-tron,95.0
C6287,Low-Mid,Opel Corsa-e,50.0
C6288,Low-Mid,Opel Corsa-e,50.0
C6289,Low-Mid,Dacia Spring,26.8
C6290,Mid-Range,Skoda Enyaq iV,77.0
C6291,Mid-Range,MG ZS EV,69.9
C6292,Low-Mid,Peugeot e-208,50.0
C6293,High,Audi e-tron,95.0
C6294,Low-Mid,Fiat 500e,42.0
C6295,Low-Mid,Fiat 500e,42.0
C6296,Mid-Range,MG ZS EV,69.9
C6297,Mid-Range,Hyundai Ioniq 5,77.4
C6298,Low-Mid,Fiat 500e,42.0
C6299,Low-Mid,Fiat 500e,42.0
C6300,High,Tesla Model Y,75.0
C6301,High,BMW i4,83.9
C6302,Mid-Range,BYD Atto 3,60.5
C6303,Mid-Range,Hyundai Ioniq 5,77.4
C6304,Low-Mid,Opel Corsa-e,50.0
C6305,High,Tesla Model 3,75.0
C6306,Low-Mid,Peugeot e-208,50.0
C6307,Low-Mid,Opel Corsa-e,50.0
C6308,Low-Mid,Fiat 500e,42.0
C6309,Low-Mid,Opel Corsa-e,50.0
C6310,Mid-Range,MG ZS EV,69.9
C6311,Low-Mid,Renault Zoe,52.0
C6312,High,Tesla Model Y,75.0
C6313,Low-Mid,Citroën ë-C4,50.0
C6314,Mid-Range,Kia EV6,77.4
C6315,Mid-Range,BYD Atto 3,60.5
C6316,Mid-Range,Kia EV6,77.4
C6317,High,Audi e-tron,95.0
C6318,Low-Mid,Peugeot e-208,50.0
C6319,Mid-Range,Nissan Leaf,62.0
C6320,High,Tesla Model Y,75.0
C6321,Low-Mid,Dacia Spring,26.8
C6322,High,Tesla Model Y,75.0
C6323,Low-Mid,Fiat 500e,42.0
C6324,Mid-Range,Volkswagen ID.4,77.0
C6325,Low-Mid,Dacia Spring,26.8
C6326,Low-Mid,Citroën ë-C4,50.0
C6327,Low-Mid,Dacia Spring,26.8
C6328,Mid-Range,BYD Atto 3,60.5
C6329,Mid-Range,Kia EV6,77.4
C6330,Mid-Range,BYD Atto 3,60.5
C6331,Low-Mid,Fiat 500e,42.0
C6332,Mid-Range,Hyundai Kona Electric,64.0
C6333,Low-Mid,Peugeot e-208,50.0
C6334,Low-Mid,Citroën ë-C4,50.0
C6335,Low-Mid,Dacia Spring,26.8
C6336,High,Ford Mustang Mach-E,91.0
C6337,Mid-Range,Kia EV6,77.4
C6338,Low-Mid,Citroën ë-C4,50.0
C6339,Mid-Range,Volkswagen ID.4,77.0
C6340,High,Tesla Model Y,75.0
C6341,Mid-Range,Volkswagen ID.4,77.0
C6342,High,BMW i4,83.9
C6343,Low-Mid,Dacia Spring,26.8
C6344,Low-Mid,Renault Zoe,52.0
C6345,Low-Mid,Peugeot e-208,50.0
C6346,Low-Mid,Dacia Spring,26.8
C6347,Mid-Range,Kia EV6,77.4
C6348,Mid-Range,Hyundai Kona Electric,64.0
C6349,High,Porsche Taycan,93.4
C6350,Low-Mid,Dacia Spring,26.8
C6351,High,BMW i4,83.9
C6352,High,Porsche Taycan,93.4
C6353,Low-Mid,Renault Zoe,52.0
C6354,Low-Mid,Dacia Spring,26.8
C6355,Low-Mid,Citroën ë-C4,50.0
C6356,Mid-Range,MG ZS EV,69.9
C6357,Low-Mid,Citroën ë-C4,50.0
C6358,High,Audi e-tron,95.0
C6359,Mid-Range,Volkswagen ID.4,77.0
C6360,Low-Mid,Fiat 500e,42.0
C6361,Low-Mid,Fiat 500e,42.0
C6362,Low-Mid,Citroën ë-C4,50.0
C6363,High,Ford Mustang Mach-E,91.0
C6364,Low-Mid,Peugeot e-208,50.0
C6365,Low-Mid,Dacia Spring,26.8
C6366,Mid-Range,Hyundai Kona Electric,64.0
C6367,Mid-Range,Skoda Enyaq iV,77.0
C6368,Mid-Range,Hyundai Ioniq 5,77.4
C6369,High,Tesla Model 3,75.0
C6370,Mid-Range,Nissan Leaf,62.0
C6371,High,BMW i4,83.9
C6372,High,Tesla Model 3,75.0
C6373,Low-Mid,Peugeot e-208,50.0
C6374,Mid-Range,Nissan Leaf,62.0
C6375,Low-Mid,Peugeot e-208,50.0
C6376,Low-Mid,Fiat 500e,42.0
C6377,Mid-Range,Kia EV6,77.4
C6378,Low-Mid,Opel Corsa-e,50.0
C6379,Mid-Range,Nissan Leaf,62.0
C6380,Low-Mid,Opel Corsa-e,50.0
C6381,Mid-Range,Skoda Enyaq iV,77.0
C6382,Mid-Range,Volkswagen ID.4,77.0
C6383,Mid-Range,Skoda Enyaq iV,77.0
C6384,Low-Mid,Dacia Spring,26.8
C6385,Mid-Range,Kia EV6,77.4
C6386,Mid-Range,Kia EV6,77.4
C6387,Low-Mid,Renault Zoe,52.0
C6388,Low-Mid,Opel Corsa-e,50.0
C6389,Mid-Range,Nissan Leaf,62.0
C6390,Mid-Range,Skoda Enyaq iV,77.0
C6391,Mid-Range,Hyundai Kona Electric,64.0
C6392,Mid-Range,Hyundai Kona Electric,64.0
C6393,Low-Mid,Citroën ë-C4,50.0
C6394,Low-Mid,Peugeot e-208,50.0
C6395,Mid-Range,Kia EV6,77.4
C6396,High,Audi e-tron,95.0
C6397,Mid-Range,Hyundai Ioniq 5,77.4
C6398,Mid-Range,Skoda Enyaq iV,77.0
C6399,Mid-Range,Volkswagen ID.4,77.0
C6400,Low-Mid,Renault Zoe,52.0
C6401,Mid-Range,Nissan Leaf,62.0
C6402,Low-Mid,Peugeot e-208,50.0
C6403,Mid-Range,Skoda Enyaq iV,77.0
C6404,Low-Mid,Citroën ë-C4,50.0
C6405,Mid-Range,Skoda Enyaq iV,77.0
C6406,Mid-Range,Hyundai Ioniq 5,77.4
C6407,Low-Mid,Citroën ë-C4,50.0
C6408,High,Porsche Taycan,93.4
C6409,Low-Mid,Citroën ë-C4,50.0
C6410,Mid-Range,Volkswagen ID.4,77.0
C6411,Low-Mid,Dacia Spring,26.8
C6412,Mid-Range,Skoda Enyaq iV,77.0
C6413,Low-Mid,Renault Zoe,52.0
C6414,Mid-Range,Hyundai Kona Electric,64.0
C6415,High,BMW i4,83.9
C6416,High,BMW i4,83.9
C6417,High,Tesla Model Y,75.0
C6418,High,Ford Mustang Mach-E,91.0
C6419,Low-Mid,Fiat 500e,42.0
C6420,Mid-Range,Hyundai Kona Electric,64.0
C6421,High,BMW i4,83.9
C6422,Mid-Range,Hyundai Ioniq 5,77.4
C6423,Mid-Range,Skoda Enyaq iV,77.0
C6424,Low-Mid,Citroën ë-C4,50.0
C6425,Mid-Range,Kia EV6,77.4
C6426,Mid-Range,Hyundai Ioniq 5,77.4
C6427,Mid-Range,BYD Atto 3,60.5
C6428,Mid-Range,Kia EV6,77.4
C6429,Low-Mid,Opel Corsa-e,50.0
C6430,Low-Mid,Renault Zoe,52.0
C6431,Mid-Range,Nissan Leaf,62.0
C6432,Low-Mid,Fiat 500e,42.0
C6433,Mid-Range,BYD Atto 3,60.5
C6434,Mid-Range,BYD Atto 3,60.5
C6435,Mid-Range,BYD Atto 3,60.5
C6436,Low-Mid,Dacia Spring,26.8
C6437,Low-Mid,Opel Corsa-e,50.0
C6438,Low-Mid,Peugeot e-208,50.0
C6439,Mid-Range,Hyundai Ioniq 5,77.4
C6440,Low-Mid,Renault Zoe,52.0
C6441,Mid-Range,Skoda Enyaq iV,77.0
C6442,Low-Mid,Fiat 500e,42.0
C6443,Mid-Range,Kia EV6,77.4
C6444,High,Porsche Taycan,93.4
C6445,Low-Mid,Fiat 500e,42.0
C6446,Low-Mid,Opel Corsa-e,50.0
C6447,Low-Mid,Dacia Spring,26.8
C6448,Mid-Range,Kia EV6,77.4
C6449,Mid-Range,Kia EV6,77.4
C6450,Low-Mid,Peugeot e-208,50.0
C6451,Mid-Range,Hyundai Ioniq 5,77.4
C6452,Low-Mid,Opel Corsa-e,50.0
C6453,Low-Mid,Opel Corsa-e,50.0
C6454,Mid-Range,Volkswagen ID.4,77.0
C6455,Low-Mid,Peugeot e-208,50.0
C6456,Low-Mid,Opel Corsa-e,50.0
C6457,Low-Mid,Renault Zoe,52.0
C6458,High,Ford Mustang Mach-E,91.0
C6459,Low-Mid,Opel Corsa-e,50.0
C6460,Mid-Range,Hyundai Ioniq 5,77.4
C6461,Low-Mid,Peugeot e-208,50.0
C6462,Low-Mid,Citroën ë-C4,50.0
C6463,High,Porsche Taycan,93.4
C6464,Low-Mid,Opel Corsa-e,50.0
C6465,High,Audi e-tron,95.0
C6466,Mid-Range,Hyundai Kona Electric,64.0
C6467,High,Ford Mustang Mach-E,91.0
C6468,Mid-Range,MG ZS EV,69.9
C6469,High,Porsche Taycan,93.4
C6470,Low-Mid,Citroën ë-C4,50.0
C6471,Mid-Range,Hyundai Kona Electric,64.0
C6472,Low-Mid,Fiat 500e,42.0
C6473,Mid-Range,MG ZS EV,69.9
C6474,Mid-Range,BYD Atto 3,60.5
C6475,Low-Mid,Dacia Spring,26.8
C6476,Mid-Range,Volkswagen ID.4,77.0
C6477,Low-Mid,Dacia Spring,26.8
C6478,High,BMW i4,83.9
C6479,Low-Mid,Renault Zoe,52.0
C6480,Low-Mid,Dacia Spring,26.8
C6481,Low-Mid,Peugeot e-208,50.0
C6482,Mid-Range,Volkswagen ID.4,77.0
C6483,High,Ford Mustang Mach-E,91.0
C6484,Mid-Range,Hyundai Kona Electric,64.0
C6485,Low-Mid,Dacia Spring,26.8
C6486,Low-Mid,Renault Zoe,52.0
C6487,Low-Mid,Opel Corsa-e,50.0
C6488,Low-Mid,Citroën ë-C4,50.0
C6489,High,Ford Mustang Mach-E,91.0
C6490,Low-Mid,Citroën ë-C4,50.0
C6491,Mid-Range,Hyundai Ioniq 5,77.4
C6492,Low-Mid,Dacia Spring,26.8
C6493,High,BMW i4,83.9
C6494,Mid-Range,BYD Atto 3,60.5
C6495,Low-Mid,Renault Zoe,52.0
C6496,Mid-Range,Hyundai Kona Electric,64.0
C6497,Low-Mid,Peugeot e-208,50.0
C6498,Low-Mid,Renault Zoe,52.0
C6499,Low-Mid,Peugeot e-208,50.0
C6500,Mid-Range,Hyundai Kona Electric,64.0
C6501,Mid-Range,Kia EV6,77.4
C6502,Low-Mid,Renault Zoe,52.0
C6503,Mid-Range,BYD Atto 3,60.5
C6504,Mid-Range,Nissan Leaf,62.0
C6505,Mid-Range,Hyundai Ioniq 5,77.4
C6506,High,BMW i4,83.9
C6507,Mid-Range,Hyundai Ioniq 5,77.4
C6508,Mid-Range,Skoda Enyaq iV,77.0
C6509,Low-Mid,Opel Corsa-e,50.0
C6510,Mid-Range,MG ZS EV,69.9
C6511,Mid-Range,Hyundai Ioniq 5,77.4
C6512,Mid-Range,Kia EV6,77.4
C6513,Low-Mid,Renault Zoe,52.0
C6514,Mid-Range,Hyundai Ioniq 5,77.4
C6515,Low-Mid,Renault Zoe,52.0
C6516,Mid-Range,BYD Atto 3,60.5
C6517,Mid-Range,Skoda Enyaq iV,77.0
C6518,Mid-Range,Nissan Leaf,62.0
C6519,High,BMW i4,83.9
C6520,Mid-Range,Skoda Enyaq iV,77.0
C6521,Mid-Range,Nissan Leaf,62.0
C6522,Mid-Range,BYD Atto 3,60.5
C6523,Mid-Range,Hyundai Ioniq 5,77.4
C6524,Low-Mid,Renault Zoe,52.0
C6525,Low-Mid,Dacia Spring,26.8
C6526,Low-Mid,Dacia Spring,26.8
C6527,High,Tesla Model Y,75.0
C6528,High,Audi e-tron,95.0
C6529,Low-Mid,Renault Zoe,52.0
C6530,High,Audi e-tron,95.0
C6531,Low-Mid,Peugeot e-208,50.0
C6532,Low-Mid,Citroën ë-C4,50.0
C6533,Low-Mid,Fiat 500e,42.0
C6534,Low-Mid,Peugeot e-208,50.0
C6535,Mid-Range,Nissan Leaf,62.0
C6536,Low-Mid,Opel Corsa-e,50.0
C6537,Mid-Range,Skoda Enyaq iV,77.0
C6538,High,Ford Mustang Mach-E,91.0
C6539,Low-Mid,Renault Zoe,52.0
C6540,High,Tesla Model Y,75.0
C6541,Mid-Range,MG ZS EV,69.9
C6542,Mid-Range,Kia EV6,77.4
C6543,Mid-Range,Hyundai Ioniq 5,77.4
C6544,Mid-Range,Kia EV6,77.4
C6545,Low-Mid,Renault Zoe,52.0
C6546,Low-Mid,Peugeot e-208,50.0
C6547,Mid-Range,BYD Atto 3,60.5
C6548,Low-Mid,Peugeot e-208,50.0
C6549,Mid-Range,BYD Atto 3,60.5
C6550,Mid-Range,Volkswagen ID.4,77.0
C6551,Low-Mid,Citroën ë-C4,50.0
C6552,Mid-Range,Volkswagen ID.4,77.0
C6553,Mid-Range,Skoda Enyaq iV,77.0
C6554,Low-Mid,Dacia Spring,26.8
C6555,Mid-Range,Hyundai Ioniq 5,77.4
C6556,Mid-Range,Kia EV6,77.4
C6557,Low-Mid,Opel Corsa-e,50.0
C6558,Low-Mid,Citroën ë-C4,50.0
C6559,Mid-Range,Skoda Enyaq iV,77.0
C6560,Low-Mid,Citroën ë-C4,50.0
C6561,Low-Mid,Renault Zoe,52.0
C6562,Low-Mid,Renault Zoe,52.0
C6563,Mid-Range,Nissan Leaf,62.0
C6564,Mid-Range,MG ZS EV,69.9
C6565,Low-Mid,Renault Zoe,52.0
C6566,Mid-Range,BYD Atto 3,60.5
C6567,Low-Mid,Renault Zoe,52.0
C6568,Low-Mid,Renault Zoe,52.0
C6569,Mid-Range,Kia EV6,77.4
C6570,Mid-Range,Kia EV6,77.4
C6571,Mid-Range,Kia EV6,77.4
C6572,Mid-Range,BYD Atto 3,60.5
C6573,Mid-Range,Volkswagen ID.4,77.0
C6574,High,Tesla Model 3,75.0
C6575,Low-Mid,Fiat 500e,42.0
C6576,Low-Mid,Peugeot e-208,50.0
C6577,Low-Mid,Citroën ë-C4,50.0
C6578,Mid-Range,Kia EV6,77.4
C6579,Mid-Range,Hyundai Ioniq 5,77.4
C6580,Mid-Range,MG ZS EV,69.9
C6581,High,Tesla Model 3,75.0
C6582,Low-Mid,Renault Zoe,52.0
C6583,High,Tesla Model 3,75.0
C6584,Mid-Range,Nissan Leaf,62.0
C6585,High,Tesla Model 3,75.0
C6586,Mid-Range,MG ZS EV,69.9
C6587,Mid-Range,Hyundai Ioniq 5,77.4
C6588,Low-Mid,Dacia Spring,26.8
C6589,High,Ford Mustang Mach-E,91.0
C6590,Low-Mid,Citroën ë-C4,50.0
C6591,Low-Mid,Citroën ë-C4,50.0
C6592,High,Tesla Model Y,75.0
C6593,Mid-Range,Kia EV6,77.4
C6594,Low-Mid,Renault Zoe,52.0
C6595,Mid-Range,BYD Atto 3,60.5
C6596,Low-Mid,Fiat 500e,42.0
C6597,Mid-Range,Skoda Enyaq iV,77.0
C6598,Low-Mid,Fiat 500e,42.0
C6599,High,BMW i4,83.9
C6600,Low-Mid,Opel Corsa-e,50.0
C6601,Low-Mid,Citroën ë-C4,50.0
C6602,Mid-Range,Skoda Enyaq iV,77.0
C6603,Mid-Range,Hyundai Ioniq 5,77.4
C6604,Low-Mid,Citroën ë-C4,50.0
C6605,Low-Mid,Opel Corsa-e,50.0
C6606,Mid-Range,Hyundai Ioniq 5,77.4
C6607,Low-Mid,Opel Corsa-e,50.0
C6608,Low-Mid,Citroën ë-C4,50.0
C6609,Low-Mid,Fiat 500e,42.0
C6610,Low-Mid,Peugeot e-208,50.0
C6611,High,BMW i4,83.9
C6612,Low-Mid,Peugeot e-208,50.0
C6613,Low-Mid,Renault Zoe,52.0
C6614,Low-Mid,Fiat 500e,42.0
C6615,Mid-Range,Skoda Enyaq iV,77.0
C6616,Mid-Range,MG ZS EV,69.9
C6617,Mid-Range,Nissan Leaf,62.0
C6618,High,Porsche Taycan,93.4
C6619,Mid-Range,MG ZS EV,69.9
C6620,Mid-Range,MG ZS EV,69.9
C6621,Mid-Range,Nissan Leaf,62.0
C6622,Mid-Range,Nissan Leaf,62.0
C6623,High,Tesla Model Y,75.0
C6624,Low-Mid,Peugeot e-208,50.0
C6625,Mid-Range,BYD Atto 3,60.5
C6626,High,Tesla Model Y,75.0
C6627,Low-Mid,Opel Corsa-e,50.0
C6628,Mid-Range,Volkswagen ID.4,77.0
C6629,Low-Mid,Peugeot e-208,50.0
C6630,Mid-Range,Hyundai Ioniq 5,77.4
C6631,Low-Mid,Renault Zoe,52.0
C6632,Low-Mid,Peugeot e-208,50.0
C6633,Low-Mid,Opel Corsa-e,50.0
C6634,Mid-Range,Hyundai Kona Electric,64.0
C6635,High,Ford Mustang Mach-E,91.0
C6636,Mid-Range,Hyundai Kona Electric,64.0
C6637,High,Audi e-tron,95.0
C6638,Low-Mid,Citroën ë-C4,50.0
C6639,Low-Mid,Dacia Spring,26.8
C6640,Low-Mid,Peugeot e-208,50.0
C6641,High,Audi e-tron,95.0
C6642,Mid-Range,Skoda Enyaq iV,77.0
C6643,High,Tesla Model Y,75.0
C6644,Low-Mid,Opel Corsa-e,50.0
C6645,Mid-Range,Volkswagen ID.4,77.0
C6646,High,Ford Mustang Mach-E,91.0
C6647,Low-Mid,Renault Zoe,52.0
C6648,High,Tesla Model Y,75.0
C6649,High,BMW i4,83.9
C6650,Mid-Range,Hyundai Ioniq 5,77.4
C6651,Mid-Range,Hyundai Ioniq 5,77.4
C6652,Mid-Range,BYD Atto 3,60.5
C6653,Low-Mid,Dacia Spring,26.8
C6654,Mid-Range,Hyundai Ioniq 5,77.4
C6655,Low-Mid,Peugeot e-208,50.0
C6656,Mid-Range,Hyundai Ioniq 5,77.4
C6657,Mid-Range,Hyundai Kona Electric,64.0
C6658,Low-Mid,Peugeot e-208,50.0
C6659,Low-Mid,Opel Corsa-e,50.0
C6660,Mid-Range,Volkswagen ID.4,77.0
C6661,High,Tesla Model Y,75.0
C6662,Low-Mid,Opel Corsa-e,50.0
C6663,Mid-Range,MG ZS EV,69.9
C6664,Low-Mid,Dacia Spring,26.8
C6665,High,Audi e-tron,95.0
C6666,Low-Mid,Opel Corsa-e,50.0
C6667,Low-Mid,Citroën ë-C4,50.0
C6668,Low-Mid,Renault Zoe,52.0
C6669,Mid-Range,Hyundai Ioniq 5,77.4
C6670,High,BMW i4,83.9
C6671,Mid-Range,BYD Atto 3,60.5
C6672,Mid-Range,Hyundai Kona Electric,64.0
C6673,Low-Mid,Peugeot e-208,50.0
C6674,Mid-Range,MG ZS EV,69.9
C6675,Mid-Range,Hyundai Ioniq 5,77.4
C6676,High,BMW i4,83.9
C6677,High,Tesla Model 3,75.0
C6678,Low-Mid,Renault Zoe,52.0
C6679,Mid-Range,Nissan Leaf,62.0
C6680,High,Tesla Model Y,75.0
C6681,Mid-Range,Skoda Enyaq iV,77.0
C6682,Low-Mid,Citroën ë-C4,50.0
C6683,Low-Mid,Peugeot e-208,50.0
C6684,Mid-Range,Nissan Leaf,62.0
C6685,Mid-Range,Nissan Leaf,62.0
C6686,Low-Mid,Citroën ë-C4,50.0
C6687,Low-Mid,Peugeot e-208,50.0
C6688,Low-Mid,Fiat 500e,42.0
C6689,Mid-Range,MG ZS EV,69.9
C6690,Mid-Range,Hyundai Kona Electric,64.0
C6691,Low-Mid,Citroën ë-C4,50.0
C6692,Mid-Range,MG ZS EV,69.9
C6693,Mid-Range,Volkswagen ID.4,77.0
C6694,Low-Mid,Citroën ë-C4,50.0
C6695,Mid-Range,Volkswagen ID.4,77.0
C6696,Mid-Range,Hyundai Kona Electric,64.0
C6697,Low-Mid,Opel Corsa-e,50.0
C6698,High,Audi e-tron,95.0
C6699,Low-Mid,Peugeot e-208,50.0
C6700,Mid-Range,MG ZS EV,69.9
C6701,Low-Mid,Peugeot e-208,50.0
C6702,High,Porsche Taycan,93.4
C6703,Mid-Range,Hyundai Ioniq 5,77.4
C6704,Low-Mid,Opel Corsa-e,50.0
C6705,Low-Mid,Fiat 500e,42.0
C6706,Low-Mid,Peugeot e-208,50.0
C6707,Low-Mid,Citroën ë-C4,50.0
C6708,Low-Mid,Peugeot e-208,50.0
C6709,High,BMW i4,83.9
C6710,Mid-Range,BYD Atto 3,60.5
C6711,Low-Mid,Peugeot e-208,50.0
C6712,Low-Mid,Peugeot e-208,50.0
C6713,Mid-Range,Kia EV6,77.4
C6714,Mid-Range,MG ZS EV,69.9
C6715,Mid-Range,BYD Atto 3,60.5
C6716,Low-Mid,Renault Zoe,52.0
C6717,Low-Mid,Renault Zoe,52.0
C6718,High,Tesla Model Y,75.0
C6719,Low-Mid,Citroën ë-C4,50.0
C6720,Mid-Range,Kia EV6,77.4
C6721,Low-Mid,Citroën ë-C4,50.0
C6722,Low-Mid,Dacia Spring,26.8
C6723,Low-Mid,Fiat 500e,42.0
C6724,High,BMW i4,83.9
C6725,Mid-Range,Nissan Leaf,62.0
C6726,Low-Mid,Opel Corsa-e,50.0
C6727,Mid-Range,Hyundai Ioniq 5,77.4
C6728,Mid-Range,Kia EV6,77.4
C6729,Mid-Range,Hyundai Ioniq 5,77.4
C6730,Low-Mid,Citroën ë-C4,50.0
C6731,Low-Mid,Fiat 500e,42.0
C6732,Low-Mid,Fiat 500e,42.0
